Scaffold	Start	End	Mid	Sites	D.Asia_SW.Sichuan_SW.NE	outlier.D.Asia_SW.Sichuan_SW.NE	D.Asia_SW.Sichuan_Sichuan.NE	outlier.D.Asia_SW.Sichuan_Sichuan.NE	D.Asia_SW.N_N.NE	outlier.D.Asia_SW.N_N.NE	D.Asia_SW.N_N.Sichuan	outlier.D.Asia_SW.N_N.Sichuan	D.Noram_NoramE.CircNoramE_CircNoramE.Noram2	outlier.D.Noram_NoramE.CircNoramE_CircNoramE.Noram2	D.AsiaSW.NoramE_AsiaNE.NoramE	outlier.D.AsiaSW.NoramE_AsiaNE.NoramE	D.AsiaSW.NoramE_AsiaN.NoramE	outlier.D.AsiaSW.NoramE_AsiaN.NoramE	D.AsiaSichuan.NoramE_AsiaNE.NoramE	outlier.D.AsiaSichuan.NoramE_AsiaNE.NoramE	D.AsiaSichuan.NoramE_AsiaN.NoramE	outlier.D.AsiaSichuan.NoramE_AsiaN.NoramE	D.AsiaSW.CircNoramE_AsiaNE.CircNoramE	outlier.D.AsiaSW.CircNoramE_AsiaNE.CircNoramE	D.AsiaSW.CircNoramE_AsiaSichuan.CircNoramE	outlier.D.AsiaSW.CircNoramE_AsiaSichuan.CircNoramE	D.AsiaSW.CircNoramW_AsiaNE.CircNoramW	outlier.D.AsiaSW.CircNoramW_AsiaNE.CircNoramW	D.AsiaSW.CircNoramW_AsiaSichuan.CircNoramW	outlier.D.AsiaSW.CircNoramW_AsiaSichuan.CircNoramW	D.AsiaSW.EuroN_AsiaNE.EuroN	outlier.D.AsiaSW.EuroN_AsiaNE.EuroN	D.AsiaSW.EuroN_AsiaSichuan.EuroN	outlier.D.AsiaSW.EuroN_AsiaSichuan.EuroN	D.AsiaSC.Noram_AsiaSC.CircNoram	outlier.D.AsiaSC.Noram_AsiaSC.CircNoram	D.AsiaSW.Noram_AsiaSW.CircNoram	outlier.D.AsiaSW.Noram_AsiaSW.CircNoram	outlier.fst_Noram.CircnoramE
Scaffold07	900001	910000	29229391	708	0.2001	background	-0.0707	background	-0.0986	background	0.1396	background	0.1172	background	-0.0965	background	0.1536	background	-0.3004	background	-0.0503	background	-0.0967	background	0.2009	background	-0.0623	background	0.4828	outlier	-0.0882	background	0.1763	background	0.0722	background	0.0752	background	background
Scaffold07	940001	950000	29270478	1228	0.1771	background	-0.1631	background	-0.1029	background	0.0255	background	0.3094	background	-0.1083	background	0.2447	outlier	-0.2532	background	0.0998	outlier	-0.1222	background	0.141	background	-0.0972000000000001	background	0.0955	background	-0.121	background	0.1492	background	0.2526	background	0.2565	background	background
Scaffold07	1000001	1010000	29330081	1428	0.0604	background	-0.2818	background	-0.2893	background	0.1502	background	0.4894	background	-0.1893	background	0.1102	background	-0.3433	background	-0.0438	background	-0.2502	background	0.3131	outlier	-0.2613	background	0.3515	outlier	-0.1914	background	0.1792	background	0.2642	background	0.1051	background	background
Scaffold07	1015001	1025000	29344409	1061	0.177	background	-0.245	background	-0.2281	background	0.3355	outlier	0.6355	outlier	-0.1605	background	0.119	background	-0.2993	background	-0.0198	background	-0.2183	background	0.4184	outlier	-0.1972	background	0.2206	background	-0.1684	background	0.208	background	0.3931	background	0.1135	background	background
Scaffold07	1040001	1050000	29369488	794	0.1224	background	-0.1096	background	-0.0676	background	0.0558	background	0.3981	background	-0.0768	background	0.2382	background	-0.2021	background	0.1129	outlier	-0.1037	background	0.1571	background	-0.0796	background	0.1375	background	-0.1014	background	0.1545	background	0.2596	background	0.2278	background	background
Scaffold07	1045001	1055000	29371399	326	0.1613	background	-0.1854	background	-0.1387	background	0.0437	background	0.5427	background	-0.1049	background	0.2114	background	-0.2135	background	0.1028	outlier	-0.1627	background	0.1734	background	-0.1484	background	0.135	background	-0.1171	background	0.1146	background	0.3191	background	0.2543	background	background
Scaffold07	1075001	1085000	29404962	26	NA	NA	NA	NA	0.5695	outlier	-0.00829999999999997	background	-0.0351	background	-0.0263	background	-0.0527	background	0.0212	outlier	-0.0052	background	-0.0639	background	-0.0023	background	NA	NA	NA	NA	-0.5132	background	-0.0189	background	-0.0617	background	-0.1069	background	background
Scaffold07	1080001	1090000	29405059	25	NA	NA	NA	NA	0.5961	outlier	0.00620000000000009	background	-0.0804	background	0.0227	background	-0.0575	background	0.0581	outlier	-0.0221	background	-0.065	background	9e-04	background	NA	NA	NA	NA	-0.4874	background	-0.0171	background	-0.1116	background	-0.1479	background	background
Scaffold07	1110001	1120000	29438344	511	0.1365	background	-0.2718	background	-0.1523	background	-0.1535	background	0.5684	background	-0.142	background	0.1774	background	-0.196	background	0.1234	outlier	-0.1501	background	0.0337999999999999	background	-0.1445	background	-0.0868	background	-0.148	background	0.0753	background	-0.048	background	-0.0277999999999999	background	background
Scaffold07	1115001	1125000	29446355	807	0.3783	outlier	-0.0086	background	-0.0137	background	0.1483	background	0.5614	background	-0.0619999999999999	background	0.2444	outlier	-0.2175	background	0.0889	background	-0.0716	background	0.263	background	-0.0273	background	0.125	background	-0.0850000000000001	background	0.274	outlier	0.0735	background	-0.034	background	background
Scaffold07	1130001	1140000	29456733	690	0.101	background	-0.043	background	-0.0174	background	0.0662	background	0.3341	background	-0.000900000000000012	background	0.1389	background	-0.1962	background	-0.0564	background	0.1666	outlier	0.1301	background	0.1213	outlier	0.1291	background	0.1237	outlier	0.0941	background	0.0107	background	0.0759	background	background
Scaffold07	1190001	1200000	29517697	668	0.0172	background	-0.116	background	-0.1506	background	0.0738	background	0.6624	outlier	-0.1159	background	0.0805	background	-0.2144	background	-0.018	background	-0.1807	background	0.1429	background	-0.1752	background	0.1392	background	-0.1804	background	0.1838	background	0.3232	background	0.2788	background	background
Scaffold07	1195001	1205000	29520219	131	-0.0873	background	-0.1119	background	-0.2959	background	0.0143	background	0.7018	outlier	-0.2174	background	0.0394	background	-0.2897	background	-0.0329	background	-0.2366	background	0.1256	background	-0.2591	background	0.0457	background	-0.2326	background	0.1276	background	0.1758	background	0.1225	background	background
Scaffold07	1215001	1225000	29547758	557	-0.0241	background	-0.1229	background	-0.1888	background	0.0294	background	0.7847	outlier	-0.1289	background	0.0355	background	-0.2355	background	-0.0711000000000001	background	-0.211	background	0.148	background	-0.2011	background	0.0546	background	-0.212	background	0.1524	background	0.1613	background	0.1199	background	outlier
Scaffold07	1220001	1230000	29549573	925	0.0237	background	-0.1411	background	-0.1677	background	-0.0493	background	0.7246	outlier	-0.1235	background	0.0596	background	-0.2137	background	-0.0306	background	-0.2014	background	0.1022	background	-0.191	background	-0.00390000000000001	background	-0.2035	background	0.1	background	0.166	background	0.154	background	background
Scaffold07	1235001	1245000	29566591	734	0.1635	background	-0.1046	background	-0.024	background	-0.0268	background	0.5098	background	-0.0906	background	0.2174	background	-0.1921	background	0.1159	outlier	-0.0893	background	0.1127	background	-0.0429	background	-0.0528	background	-0.0893	background	0.1123	background	-0.00489999999999996	background	-0.0161	background	background
Scaffold07	1240001	1250000	29570135	1196	-0.1106	background	-0.2303	background	-0.0853	background	-0.0403	background	0.5874	background	-0.1039	background	0.1932	background	-0.1708	background	0.1263	outlier	-0.1108	background	0.0699	background	-0.0909	background	-0.0672	background	-0.1199	background	0.1062	background	0.0115000000000001	background	0.00850000000000006	background	background
Scaffold07	1335001	1345000	29660480	148	0.3398	outlier	-0.1263	background	0.00529999999999997	background	-0.3105	background	0.5313	background	-0.1004	background	0.0422999999999999	background	-0.2166	background	-0.0739	background	-0.1346	background	0.1848	background	-0.0969	background	-0.08	background	-0.1629	background	0.2193	background	-0.0203	background	-0.0889	background	background
Scaffold07	1390001	1400000	29720137	972	0.1222	background	-0.1389	background	-0.0772	background	-0.1235	background	0.5508	background	-0.0865	background	0.1686	background	-0.1376	background	0.1175	outlier	-0.154	background	0.05	background	-0.1298	background	-0.0384	background	-0.1193	background	0.0872	background	0.1898	background	0.1909	background	outlier
Scaffold07	1420001	1430000	29750566	470	0.0532	background	-0.2201	background	-0.0785	background	-0.0602	background	0.4378	background	-0.1187	background	0.2448	outlier	-0.2224	background	0.1411	outlier	-0.1285	background	0.1365	background	-0.1338	background	-0.00160000000000005	background	-0.1312	background	0.1294	background	0.1182	background	0.0854	background	background
Scaffold07	1425001	1435000	29752041	299	0.0198	background	-0.1844	background	-0.0922	background	-0.0182	background	0.4572	background	-0.1127	background	0.2653	outlier	-0.2276	background	0.1504	outlier	-0.121	background	0.134	background	-0.1101	background	0.0123	background	-0.1203	background	0.1257	background	0.157	background	0.1379	background	background
Scaffold07	1435001	1445000	29768412	93	0.0908	background	-0.2044	background	-0.0721	background	-0.1598	background	0.202	background	-0.1095	background	0.2552	outlier	-0.1441	background	0.2206	outlier	-0.1142	background	0.032	background	-0.1026	background	-0.1084	background	-0.1206	background	0.0453	background	-0.0249999999999999	background	-0.0224	background	background
Scaffold07	1475001	1485000	29805297	1322	0.2328	background	-0.3579	background	-0.0386	background	-0.5848	background	0.6482	outlier	-0.2218	background	-0.0474	background	-0.1048	background	0.0696	background	-0.1975	background	-0.1711	background	-0.2571	background	-0.3825	background	-0.1478	background	-0.0267	background	0.1719	background	0.226	background	background
Scaffold07	1600001	1610000	29933720	305	-0.0535	background	0.028	background	0.039	background	0.0583	background	0.5975	background	-0.0390999999999999	background	0.1221	background	-0.1664	background	-0.00519999999999998	background	0.0586	outlier	0.1303	background	0.0943	background	0.1562	background	-0.00710000000000001	background	0.0547	background	0.3017	background	0.2987	background	background
Scaffold07	1620001	1630000	29950305	1710	-0.096	background	-0.0844	background	-0.0496	background	0.0335	background	0.6373	outlier	-0.077	background	0.0792	background	-0.1797	background	-0.0235	background	-0.1335	background	0.075	background	-0.1308	background	0.042	background	-0.0627	background	0.0481	background	0.4016	background	0.4293	background	background
Scaffold07	1780001	1790000	30109338	925	0.3259	outlier	-0.1543	background	-0.0547	background	-0.2674	background	0.565	background	-0.1147	background	0.1292	background	-0.2161	background	0.0278	background	-0.1378	background	-0.00690000000000002	background	-0.145	background	-0.1311	background	-0.1109	background	0.0968	background	0.0952	background	0.2035	background	background
Scaffold07	1880001	1890000	30210409	1162	0.0235	background	0.0206	background	0.0613	background	0.0726	background	0.6472	outlier	-0.0305	background	0.1028	background	-0.1635	background	-0.0302	background	-0.0325	background	0.259	background	0.0194	background	0.2401	background	-0.0265	background	0.0391	background	0.4405	background	0.3145	background	outlier
Scaffold07	1885001	1895000	30214868	1250	0.0197	background	0.0303	background	0.0626	background	0.1205	background	0.6764	outlier	-0.0257999999999999	background	0.0853	background	-0.1268	background	-0.0156999999999999	background	-0.044	background	0.1709	background	-0.00979999999999998	background	0.2131	background	-0.0232	background	0.0359	background	0.6047	outlier	0.5348	outlier	outlier
Scaffold07	1890001	1900000	30219770	1248	-0.122	background	-0.0733	background	-0.0682	background	0.1361	background	0.6514	outlier	-0.00960000000000005	background	0.0632999999999999	background	-0.0826	background	-0.00970000000000004	background	-0.1163	background	0.177	background	-0.0597	background	0.1586	background	-0.085	background	0.051	background	0.5971	outlier	0.4931	outlier	outlier
Scaffold07	1895001	1905000	30224018	965	-0.1166	background	-0.184	background	-0.171	background	0.1454	background	0.6392	outlier	-0.0499000000000001	background	0.0488999999999999	background	-0.1031	background	-0.00430000000000008	background	-0.2151	background	0.1745	background	-0.1732	background	0.0973000000000001	background	-0.1477	background	0.086	background	0.5618	outlier	0.4405	outlier	outlier
Scaffold07	1950001	1960000	30279709	1465	0.0905	background	-0.1786	background	-0.1352	background	-0.02	background	0.6339	outlier	-0.1086	background	0.0238	background	-0.2056	background	-0.0731999999999999	background	-0.1607	background	0.1814	background	-0.1531	background	0.1237	background	-0.1275	background	0.1268	background	0.3651	background	0.2807	background	background
Scaffold07	1955001	1965000	30284271	1237	0.1411	background	-0.1384	background	-0.134	background	0.1489	background	0.6475	outlier	-0.1101	background	0.0155999999999999	background	-0.1937	background	-0.0680000000000001	background	-0.177	background	0.2569	background	-0.1529	background	0.2255	background	-0.1479	background	0.1705	background	0.4689	outlier	0.2956	background	background
Scaffold07	1960001	1970000	30289563	979	0.1796	background	-0.1502	background	-0.1511	background	0.2017	background	0.632	outlier	-0.1216	background	-0.0408999999999999	background	-0.1899	background	-0.1092	background	-0.1949	background	0.3411	outlier	-0.1705	background	0.3266	background	-0.1591	background	0.1924	background	0.463	outlier	0.1902	background	outlier
Scaffold07	1965001	1975000	30295640	932	0.17	background	-0.2464	background	-0.2646	background	0.2326	background	0.6074	background	-0.1771	background	-0.0891	background	-0.2464	background	-0.1584	background	-0.2367	background	0.3126	outlier	-0.2464	background	0.2885	background	-0.2397	background	0.2883	outlier	0.3683	background	0.125	background	outlier
Scaffold07	1975001	1985000	30304017	597	0.1717	background	-0.2835	background	-0.2826	background	0.1664	background	0.6402	outlier	-0.1966	background	-0.0777	background	-0.2417	background	-0.1228	background	-0.249	background	0.2678	background	-0.2711	background	0.2347	background	-0.228	background	0.2175	background	0.4501	background	0.2274	background	background
Scaffold07	2035001	2045000	30364818	1495	0.0341	background	-0.0127	background	0.0222	background	0.0351	background	0.5722	background	-0.0540999999999999	background	0.0961000000000001	background	-0.1908	background	-0.0406	background	-0.0397	background	0.0745	background	-0.0138	background	0.0997	background	-0.0774	background	0.1336	background	0.4577	outlier	0.5199	background	background
Scaffold07	2050001	2060000	30380069	1329	0.0198	background	-0.2079	background	-0.172	background	0.1321	background	0.00110000000000005	background	-0.1311	background	0.1289	background	-0.2781	background	-0.0181	background	-0.202	background	0.3027	outlier	-0.2203	background	0.3666	outlier	-0.17	background	0.2094	background	-0.0492	background	-0.2049	background	background
Scaffold07	2055001	2065000	30384938	1513	0.2123	background	-0.00740000000000002	background	-0.0292	background	-0.0034	background	0.0859	background	-0.0898	background	0.1045	background	-0.1783	background	0.016	background	-0.1124	background	0.1532	background	-0.0529000000000001	background	0.3892	outlier	-0.102	background	0.1367	background	0.0459	background	-0.0188	background	background
Scaffold07	2060001	2070000	30389636	1362	0.2634	background	0.0838	background	0.0414	background	-0.0543	background	0.3292	background	-0.0391	background	0.1286	background	-0.1356	background	0.0321	background	-0.0394	background	0.1042	background	0.0611	background	0.348	outlier	-0.0515	background	0.0948	background	0.1924	background	0.1847	background	background
